acId,acType,depArpt,time,climb_rate,latitude,longitude,pressure_altitude
DAL1713,MD88,ATL,1490918352000,,33.70949999999999,-84.58310000000006,6000.0
DAL1713,MD88,ATL,1490918365000,,33.726699999999994,-84.58670000000001,6700.0
DAL1713,MD88,ATL,1490918377000,,33.7431,-84.5881,7200.0
SKW5466,CRJ7,ORD,1490892357808,,39.589356890258756,-106.25144824815996,
SKW5466,CRJ7,ORD,1490892363728,,39.58740363296701,-106.27107186065851,
RACER21,TOR,HMN,1490907812000,-3880.918015640548,33.0386536313016,-106.37381869384025,11944.426621684837
RACER21,TOR,HMN,1490907825000,-3880.918015640548,33.02998813639968,-106.35200514556566,11103.561051629385
RACER21,TOR,HMN,1490907837000,-3880.918015640548,33.02733453121934,-106.329527525441,10327.377448501276
RACER21,TOR,HMN,1490907849000,-3880.918015640548,33.028553915110166,-106.30683708866385,9551.193845373165
RACER21,TOR,HMN,1490907862000,-3.413616914444386E-11,33.03304125311871,-106.28295337320569,9500.0
RACER21,TOR,HMN,1490907874000,-3.413616914444386E-11,33.03856311130767,-106.26165044142337,9500.0
RACER21,TOR,HMN,1490907887000,,33.045019671633526,-106.2390266318298,
RACER21,TOR,HMN,1490907899000,,33.049163717807886,-106.2177523248744,
RACER21,TOR,HMN,1490907912000,,33.05282158904683,-106.1949673664671,
RACER21,TOR,HMN,1490907936000,,33.059361953712425,-106.15590647459335,
N867PP,PC12,CLT,1490914927000,,34.99980427612195,-80.42107888289418,
N867PP,PC12,CLT,1490914957104,,34.980930250765226,-80.3979272243493,
N867PP,PC12,CLT,1490914987104,,34.96251252206005,-80.37009344041415,
N867PP,PC12,CLT,1490915012096,,34.94803746003228,-80.34511154729155,
N509FP,BE20,SBY,1490896534000,,34.99555254836923,-78.87160252569889,
N509FP,BE20,SBY,1490896552608,,34.977619772149325,-78.89171172770902,
N509FP,BE20,SBY,1490896571008,,34.96100465135578,-78.90852021962367,
N509FP,BE20,SBY,1490896589440,,34.94302021408865,-78.92644869171593,
N509FP,BE20,SBY,1490896593848,,34.93850121004388,-78.93105326361223,
N509FP,BE20,SBY,1490896612000,,34.92029169268858,-78.95164637983619,
N509FP,BE20,SBY,1490896630360,,34.90195765726,-78.97006743349732,
N148LC,SR22,ADS,1490878627200,,32.57012342723388,-96.78346874794323,
N148LC,SR22,ADS,1490878657300,,32.547730737249736,-96.78926111645893,
N148LC,SR22,ADS,1490878682512,,32.52732146573382,-96.79474964208873,
N2017Q,C177,UZA,1490880805648,,34.83740582996052,-80.6571162101403,
N2017Q,C177,UZA,1490880835672,,34.82887125665283,-80.63785349240307,
N2017Q,C177,UZA,1490880865752,,34.82039734073123,-80.61639766144967,
N2017Q,C177,UZA,1490880895672,,34.81183474686898,-80.59536287435395,
N2017Q,C177,UZA,1490880920552,,34.80482141509529,-80.58042188908586,
N2017Q,C177,UZA,1490880950688,,34.796218259849155,-80.55955627501127,
C2005,C30J,ECG,1490882803808,,35.167841658257856,-77.23977505725713,
C2005,C30J,ECG,1490882833872,,35.14511207450471,-77.25716034827326,
ROMAN31,F18S,NTU,1490901372000,0.0,36.59940962989742,-75.20607348822409,15000.0
ROMAN31,F18S,NTU,1490901384000,0.0,36.580156313495706,-75.21574145895974,15000.0
ROMAN31,F18S,NTU,1490901397000,0.0,36.56229068010032,-75.23218363785762,15000.0
ROMAN31,F18S,NTU,1490901409000,0.0,36.552585794064214,-75.25487486322278,15000.0
ROMAN31,F18S,NTU,1490901422000,0.0,36.551382985408,-75.2820056273604,15000.0
ROMAN31,F18S,NTU,1490901434000,0.0,36.55599704716383,-75.30667587048136,15000.0
ROMAN31,F18S,NTU,1490901446000,0.0,36.56453253256737,-75.32941320979809,15000.0
ROMAN31,F18S,NTU,1490901459000,0.0,36.577838343351004,-75.35041365689332,15000.0
ROMAN31,F18S,NTU,1490901471000,0.0,36.59751625202534,-75.36168069768974,15000.0
ROMAN31,F18S,NTU,1490901496000,0.0,36.612705143633036,-75.40269156701349,15000.0
DAL2128,B752,DTW,1490888726000,0.0,38.962681264629765,-83.92503607877849,33000.0
DAL2128,B752,DTW,1490888739000,0.0,38.9420856848991,-83.9249304337615,33000.0
DAL2128,B752,DTW,1490888764000,0.0,38.901447324010036,-83.92346884300107,33000.0
DAL2128,B752,DTW,1490888776000,0.0,38.879237357768886,-83.92233864138663,33000.0
N72WP,BE36,PDK,1490873527000,,33.86809999999997,-84.2478,2500.0
N72WP,BE36,PDK,1490873540000,,33.8689,-84.2372,2500.0
N72WP,BE36,PDK,1490873552000,,33.869999999999976,-84.22829999999999,2500.0
DAL1376,B712,ATL,1490911095600,0.0,32.87047148708737,-87.52147461762054,30000.0
DAL1376,B712,ATL,1490911107401,0.0,32.865621122328406,-87.54622786793519,30000.0
DAL1376,B712,ATL,1490911119632,0.0,32.86035656813175,-87.5718040013739,30000.0
DAL1376,B712,ATL,1490911131537,0.0,32.85517624357709,-87.59667195973536,30000.0
DAL1376,B712,ATL,1490911154831,0.0,32.84501317541276,-87.64530437143965,30000.0
N7229X,BE33,MTN,1490910062400,,40.83260240684368,-79.42393312470737,
N7229X,BE33,MTN,1490910080784,,40.83794971179452,-79.4332349776195,
NKS972,A319,DFW,1490876997000,,33.50059999999996,-86.4339,38700.0
NKS972,A319,DFW,1490877010000,,33.48719999999997,-86.3961,38700.0
N3016W,P28T,JNX,1490901609104,,34.77537852469678,-80.90610631453296,
N3016W,P28T,JNX,1490901639136,,34.77987122861484,-80.92696721827006,
N3016W,P28T,JNX,1490901669200,,34.78268370885752,-80.94779107221298,
N3016W,P28T,JNX,1490901694000,,34.78536918032461,-80.96558642511894,
N3016W,P28T,JNX,1490901724096,,34.78779791091736,-80.98636753025923,
N3016W,P28T,JNX,1490901754000,,34.78887835031668,-81.00681856439925,
N3016W,P28T,JNX,1490901784096,,34.79109360376714,-81.02749008090774,
N377JJ,SR22,OXC,1490884949000,,41.53830000000002,-75.47079999999998,8000.0
N377JJ,SR22,OXC,1490884961000,,41.544700000000006,-75.48500000000001,8000.0
N377JJ,SR22,OXC,1490884973000,,41.55079999999998,-75.49829999999997,8000.0
N15152,P28A,CKB,1490906778200,,35.15412983232804,-79.59670956878576,
N15152,P28A,CKB,1490906801808,,35.139354494316564,-79.59912373627046,
N15152,P28A,CKB,1490906814808,,35.13208590012542,-79.6014752466317,
N15152,P28A,CKB,1490906819808,,35.129291121795546,-79.60180226321161,
N15152,P28A,CKB,1490906838312,,35.11975459652382,-79.60511614175738,
N15152,P28A,CKB,1490906857008,,35.10929991582901,-79.60643942676322,
N15152,P28A,CKB,1490906875512,,35.09837408254316,-79.61000488954981,
UAL328,B772,DEN,1490898188000,,39.98609999999999,-105.39809999999999,20100.0
UAL328,B772,DEN,1490898200000,,39.98859999999996,-105.43109999999996,20100.0
UAL328,B772,DEN,1490898212000,,39.99110000000002,-105.46389999999998,20100.0
HUSKY32,C17,TCM,1490901417000,,44.27889999999999,-119.52639999999998,
HUSKY32,C17,TCM,1490901429000,,44.279700000000076,-119.49610000000001,
N5299L,P28A,FLO,1490889202712,,34.22925385827463,-80.25126043340227,
N5299L,P28A,FLO,1490889227712,,34.22841249830691,-80.23837404463342,
N5299L,P28A,FLO,1490889257712,,34.22585218162487,-80.22039387819325,
LNCHD1,S76,BUR,1490842100588,,34.67748100037369,-118.56107686347623,
LNCHD1,S76,BUR,1490842106608,,34.68468221982144,-118.56429875787488,
EDG92,G280,LAS,1490894495000,,36.0756,-115.1658,3100.0
EDG92,G280,LAS,1490894544000,,36.0428,-115.1844,4600.0
EDG92,G280,LAS,1490894588000,,36.0122,-115.1944,5900.0
EDG92,G280,LAS,1490894665000,,35.9639,-115.1492,4900.0
EDG92,G280,LAS,1490894726000,,35.9778,-115.0942,3800.0
EDG92,G280,LAS,1490894787000,,36.0122,-115.1228,3500.0
EDG92,G280,LAS,1490894848000,,35.985,-115.1369,2500.0
EDG92,G280,LAS,1490894899000,,35.9614,-115.1356,2400.0
AAL1003,B738,TUS,1490894058229,0.0,35.3762054184576,-96.57890201575248,37000.0
AAL1003,B738,TUS,1490894069891,0.0,35.37674701431135,-96.54779490111808,37000.0
AAL1003,B738,TUS,1490894081771,0.0,35.37702210758181,-96.51609967100627,37000.0
AAL1003,B738,TUS,1490894093726,0.0,35.37718464996681,-96.48420220485892,37000.0
AAL1003,B738,TUS,1490894105383,0.0,35.377432314634234,-96.45309988618887,37000.0
TRIBE40,C17,LTS,1490848891000,-394.0364600213302,35.15507924767377,-100.18475512664294,4041.3127609087164
TRIBE40,C17,LTS,1490848903000,-394.0364600213302,35.15103524172886,-100.16527562400327,3962.5054689044505
TRIBE40,C17,LTS,1490848915000,-394.0364600213302,35.146666749823225,-100.14498367997517,3883.698176900184
TRIBE40,C17,LTS,1490848928000,-394.0364600213302,35.141622303292536,-100.12164993708909,3798.3236105622295
TRIBE40,C17,LTS,1490848940000,-394.0364600213302,35.13675415171559,-100.09864122605224,3719.5163185579636
TRIBE40,C17,LTS,1490848952000,0.0,35.131675973398245,-100.07415749019694,3700.0
TRIBE40,C17,LTS,1490848964000,0.0,35.12633728938556,-100.04829608900974,3700.0
TRIBE40,C17,LTS,1490848976000,0.0,35.12077756313377,-100.02140798616037,3700.0
DAL1103,B739,MSP,1490893961000,,33.567199999999985,-86.45,37000.0
DAL1103,B739,MSP,1490893974000,,33.54079999999999,-86.43219999999997,37000.0
DAL1103,B739,MSP,1490893986000,,33.5145,-86.4144,37000.0
RVF821,DH8A,PAEN,1490881237000,,60.5833,-151.2,1500.0
RVF821,DH8A,PAEN,1490881297000,,60.6167,-151.15,3100.0
RVF821,DH8A,PAEN,1490881357000,,60.65,-151.0833,4700.0
RVF821,DH8A,PAEN,1490881417000,,60.6833,-151.0,5000.0
N1BB,GLF5,NEW,1490906578000,2878.464818763336,30.253079946067885,-90.38670401941496,17008.31556503198
N1BB,GLF5,NEW,1490906590000,2878.464818763336,30.270597888291633,-90.40085925874507,17584.008528784645
N1BB,GLF5,NEW,1490906603000,-1.404923824638876E-11,30.28966390104185,-90.4181063731271,18200.0
N1BB,GLF5,NEW,1490906615000,-1.404923824638876E-11,30.30744095236716,-90.4356596656838,18200.0
N1BB,GLF5,NEW,1490906628000,-1.404923824638876E-11,30.32690322213392,-90.45593972742078,18200.0
N1BB,GLF5,NEW,1490906640000,-1.404923824638876E-11,30.345054649675575,-90.47511591774159,18200.0
BLZR261,HAWK,NQI,1490911010000,0.0,27.505946834571148,-97.61251161223588,5000.0
