acId,acType,depArpt,time,climb_rate,latitude,longitude,pressure_altitude
N146JF,H25B,IAH,1490892720647,0.0,26.741376161379605,-91.71023587671824,41000.0
N146JF,H25B,IAH,1490892732794,0.0,26.719769581626792,-91.70632137715666,41000.0
N146JF,H25B,IAH,1490892744878,0.0,26.698392944279476,-91.70107638511394,41000.0
N146JF,H25B,IAH,1490892756532,0.0,26.67811492753961,-91.69365535525392,41000.0
N146JF,H25B,IAH,1490892768153,0.0,26.6587328571496,-91.68305670878522,41000.0
N146JF,H25B,IAH,1490892781291,0.0,26.63840863295897,-91.66710181574992,41000.0
N146JF,H25B,IAH,1490892796778,0.0,26.61640027511973,-91.64448510602875,41000.0
N146JF,H25B,IAH,1490892810494,0.0,26.59697226924206,-91.62359333421298,41000.0
N146JF,H25B,IAH,1490892824433,0.0,26.575793671237562,-91.6035691462562,41000.0
SWA1286,B737,SEA,1490882113000,,39.1806,-118.70420000000001,36900.0
SWA1286,B737,SEA,1490882125000,,39.15190000000004,-118.68080000000003,36900.0
SWA1286,B737,SEA,1490882150000,,39.125,-118.6592,36900.0
SKW4719,E75L,SEA,1490896512000,,39.1961,-118.61829999999998,35000.0
SKW4719,E75L,SEA,1490896537000,,39.16750000000002,-118.59440000000001,35000.0
SKW4719,E75L,SEA,1490896549000,,39.141400000000004,-118.57220000000001,35000.0
VRD885,A319,DAL,1490918396000,,34.17939999999996,-104.59249999999997,36000.0
VRD885,A319,DAL,1490918408000,,34.185,-104.62499999999997,36000.0
SH179,TEX2,NSE,1490886139000,,30.65639999999999,-87.63890000000002,12200.0
SH179,TEX2,NSE,1490886152000,,30.663899999999984,-87.6575,12200.0
SH179,TEX2,NSE,1490886164000,,30.671700000000016,-87.67609999999999,12200.0
BLS312,SW4,CYRL,1490833809000,,50.45,-92.55,7500.0
BLS312,SW4,CYRL,1490833869000,,50.4,-92.4833,7500.0
BLS312,SW4,CYRL,1490833929000,,50.35,-92.35,7500.0
BLS312,SW4,CYRL,1490833989000,,50.3,-92.2667,7200.0
BLS312,SW4,CYRL,1490834049000,,50.2667,-92.1667,5800.0
BLS312,SW4,CYRL,1490834110000,,50.2333,-92.1,4300.0
BLS312,SW4,CYRL,1490834169000,,50.1833,-92.0167,3400.0
BLS312,SW4,CYRL,1490834229000,,50.1667,-91.95,3000.0
BLS312,SW4,CYRL,1490834289000,,50.1333,-91.9,2300.0
BAW242,B744,MMMX,1490853636000,0.0,30.84889912763333,-78.68440719403475,35000.0
BAW242,B744,MMMX,1490853649000,0.0,30.880984003747272,-78.6264077161955,35000.0
BAW242,B744,MMMX,1490853661000,0.0,30.904875928350577,-78.58326157440985,35000.0
BAW242,B744,MMMX,1490853673000,0.0,30.924045806518166,-78.5486446638439,35000.0
BXR1462,C208,MHR,1490887511000,,40.274399999999986,-123.495,
BXR1462,C208,MHR,1490887536000,,40.28109999999998,-123.5097,
BXR1462,C208,MHR,1490887548000,,40.28779999999995,-123.5242,
MHO729,C208,PHKO,1490918183000,,20.0667,-155.4833,7900.0
MHO729,C208,PHKO,1490918243000,,20.1,-155.5,0.0
WIG1204,BE99,MHT,1490875172020,,44.06322739815349,-69.86193492889207,
WIG1204,BE99,MHT,1490875202008,,44.08167365852077,-69.83993121763714,
N33JD,PA32,JDD,1490909292064,,32.72649449022322,-93.11485864880973,
N33JD,PA32,JDD,1490909322120,,32.725604039348354,-93.08516292934706,
N626SG,XXXX,LFLY,1490860623000,,49.8,2.2667,41000.0
N626SG,XXXX,LFLY,1490860721000,,49.95,2.15,41800.0
N626SG,XXXX,LFLY,1490860781000,,50.05,2.0667,42600.0
RPA6090,E75S,LGA,1490893738000,,40.96081027592459,-74.28191290683989,
RPA6090,E75S,LGA,1490893751000,,40.968644659825344,-74.28022255009832,
RPA6090,E75S,LGA,1490893763000,,40.97570636543935,-74.27869853347136,
RPA6090,E75S,LGA,1490893776000,,40.98314698973411,-74.27716468500333,
N528KW,C560,DTS,1490893759000,,30.59189999999998,-86.41719999999998,11900.0
N528KW,C560,DTS,1490893771000,,30.609399999999937,-86.41810000000002,12500.0
N528KW,C560,DTS,1490893784000,,30.627200000000016,-86.41829999999999,13100.0
DAL2228,B753,DTW,1490914904000,-1.2353888013691434E-11,38.96245542982575,-83.87654037748247,24000.0
DAL2228,B753,DTW,1490914917000,-1.2353888013691434E-11,38.935555319495336,-83.87712039921037,24000.0
DAL2228,B753,DTW,1490914929000,-1.2353888013691434E-11,38.90970698682145,-83.87712907836594,24000.0
DAL2228,B753,DTW,1490914942000,-1.2353888013691434E-11,38.88076654768366,-83.87677352111608,24000.0
DAL2228,B753,DTW,1490914954000,-1.2353888013691434E-11,38.85374426849785,-83.87640003444353,24000.0
JEDDA13,TEX2,DLF,1490901126000,-46.33552109610015,29.42546405740549,-100.86238270875198,5050.0
JEDDA13,TEX2,DLF,1490901139000,-46.33552109610015,29.43198854930472,-100.87450268863138,5050.0
JEDDA13,TEX2,DLF,1490901151000,-46.33552109610015,29.438392968151163,-100.88554990814994,5050.0
JEDDA13,TEX2,DLF,1490901163000,-46.33552109610015,29.4451053467443,-100.89647006613214,5025.0
JEDDA13,TEX2,DLF,1490901176000,-46.33552109610015,29.45259250858183,-100.90810265144191,5025.0
JEDDA13,TEX2,DLF,1490901188000,-46.33552109610015,29.459329708879693,-100.91871256126424,5000.0
JEDDA13,TEX2,DLF,1490901201000,-46.33552109610015,29.466136565340292,-100.92994636561993,5000.0
JEDDA13,TEX2,DLF,1490901226000,-46.33552109610015,29.477518048101246,-100.9495304812962,4975.0
N53587,C172,FAY,1490884524040,,34.97363811516348,-79.62504747570775,
N53587,C172,FAY,1490884542552,,34.967092299958495,-79.62912589129758,
ENY3273,E145,GGG,1490918296353,3139.684819180401,32.416118370726,-94.75631127140429,3298.889898674472
ENY3273,E145,GGG,1490918307883,3139.684819180401,32.41619439606782,-94.76928407694166,3902.232664760306
ENY3273,E145,GGG,1490918319285,1995.5578937671946,32.41551469097476,-94.78233462020926,4449.169409529032
ENY3273,E145,GGG,1490918332624,1995.5578937671946,32.413809624076464,-94.79778918795307,4892.815188611709
ENY3273,E145,GGG,1490918345233,1995.5578937671942,32.411410939261145,-94.8125001034767,5312.181679986884
ENY3273,E145,GGG,1490918358497,1995.5578937671946,32.40838020898582,-94.82806021171757,5753.333011702353
ENY3273,E145,GGG,1490918372124,1995.5578937671946,32.405255652810524,-94.84419668421788,6206.557468675112
N421FC,C421,KCHS,1490911058568,,33.942722155406216,-81.57347997087714,
N421FC,C421,KCHS,1490911113568,,33.979576053123594,-81.61067172396928,
N421FC,C421,KCHS,1490911143648,,34.002705514487644,-81.63350538733918,
N421FC,C421,KCHS,1490911168568,,34.02147386055918,-81.64985715836066,
N421FC,C421,KCHS,1490911173440,,34.02481828432386,-81.65265793225025,
