acId,acType,depArpt,time,climb_rate,latitude,longitude,pressure_altitude
PDT4802,DH8C,CLT,1490887610300,,34.920937919204675,-80.54848908880751,
PDT4802,DH8C,CLT,1490887635500,,34.90244647086371,-80.52855988006756,
PDT4802,DH8C,CLT,1490887640360,,34.899386409863695,-80.52504609788764,
PDT4802,DH8C,CLT,1490887665500,,34.885094663470284,-80.50723454036348,
PDT4802,DH8C,CLT,1490887695552,,34.86619777162906,-80.48458616946776,
LOG26PQ,SF34,EGPE,1490871302000,,58.1167,-3.6333,11000.0
LOG26PQ,SF34,EGPE,1490871401000,,58.25,-3.5333,11000.0
LOG26PQ,SF34,EGPE,1490871477000,,58.3333,-3.45,11000.0
LOG26PQ,SF34,EGPE,1490871542000,,58.4167,-3.3833,11000.0
LOG26PQ,SF34,EGPE,1490871603000,,58.4667,-3.3333,10200.0
CFS700,C208,GEG,1490834556300,,47.5870318823865,-117.85130778507624,
CFS700,C208,GEG,1490834586300,,47.58470788591157,-117.87871769138411,
CFS700,C208,GEG,1490834616300,,47.58249499755837,-117.90618242978863,
CFS700,C208,GEG,1490834641400,,47.581068677513144,-117.92945767353199,
CFS700,C208,GEG,1490834671300,,47.578890849576,-117.95693541154036,
AIJ2980,A320,MMMX,1490887997000,,25.3611,-97.1419,37000.0
AIJ2980,A320,MMMX,1490888121000,,25.6719,-97.0714,37000.0
N560TA,C560,CAK,1490906007989,7.508460893209374E-12,42.220331850020415,-77.16699067818266,41000.0
N560TA,C560,CAK,1490906019395,7.508460893209374E-12,42.22606517519617,-77.13308329036538,41000.0
N560TA,C560,CAK,1490906031493,7.508460893209374E-12,42.23199517577905,-77.09719457757379,41000.0
N560TA,C560,CAK,1490906043314,7.508460893209374E-12,42.23773266479648,-77.06222788161529,41000.0
N560TA,C560,CAK,1490906054810,7.508460893209374E-12,42.2434537652708,-77.02836726301206,41000.0
N560TA,C560,CAK,1490906066600,7.508460893209374E-12,42.24961039170239,-76.99381837430431,41000.0
N560TA,C560,CAK,1490906078399,7.508460893209374E-12,42.2560918152237,-76.95940880078973,41000.0
SWA2459,B737,MCI,1490918350000,,39.359700000000004,-94.66669999999999,3700.0
