acId,acType,depArpt,time,climb_rate,latitude,longitude,pressure_altitude
SNTRY50,E3TF,TIK,1490902115992,0.0,34.994082878095355,-103.89332100324116,33000.0
SNTRY50,E3TF,TIK,1490902127929,0.0,34.99647146916783,-103.8630515093713,33000.0
SNTRY50,E3TF,TIK,1490902139845,0.0,34.99845472556714,-103.83278848407303,33000.0
SNTRY50,E3TF,TIK,1490902151871,0.0,35.00035908866511,-103.80223393051601,33000.0
SNTRY50,E3TF,TIK,1490902163897,0.0,35.00246260908983,-103.7716958128906,33000.0
SNTRY50,E3TF,TIK,1490902179466,0.0,35.005582231932294,-103.73219964078996,33000.0
RPA4500,E75L,MSY,1490918321759,1509.1556042857114,29.97310334544528,-90.16320962648147,3268.503952189739
RPA4500,E75L,MSY,1490918337982,1509.1556042857114,29.97049473327411,-90.1434259838699,3676.5544749951905
RPA4500,E75L,MSY,1490918349961,1509.1556042857114,29.9734942673704,-90.12862990898971,3977.857391390833
RPA4500,E75L,MSY,1490918365375,1509.1556042857114,29.98282459201684,-90.11218181171728,4365.559466131832
RPA4500,E75L,MSY,1490918378922,1509.1556042857114,29.994746992664602,-90.10120966425497,4706.301648986141
SWA3964,B737,PHL,1490904541000,,36.62390000000002,-98.24970000000002,34000.0
SWA3964,B737,PHL,1490904554000,,36.619999999999976,-98.28530000000018,34000.0
EMD1,BE20,GLD,1490842365000,0.0,38.760182767945736,-99.32407675933027,5600.0
EMD1,BE20,GLD,1490842377000,0.0,38.74717892375813,-99.30803086345821,5600.0
EMD1,BE20,GLD,1490842389000,0.0,38.735410180498576,-99.29347829786748,5600.0
EMD1,BE20,GLD,1490842402000,0.0,38.72391097915198,-99.27938616726031,5600.0
N100YP,FA10,MKS,1490889969000,2909.3844696343735,33.1130523261524,-80.11115315993175,4264.211324562382
N100YP,FA10,MKS,1490889981000,2909.3844696343735,33.10185815917757,-80.12272659050541,4846.088218489257
N100YP,FA10,MKS,1490889994000,2909.3844696343735,33.0889223824382,-80.13431179515727,5476.454853576704
N100YP,FA10,MKS,1490890006000,2909.3844696343735,33.07565293622093,-80.14230780874388,6058.331747503579
N100YP,FA10,MKS,1490890019000,2909.3844696343735,33.060302806733034,-80.1469428477139,6688.698382591027
N100YP,FA10,MKS,1490890031000,255.9793184873997,33.0461660962992,-80.14844501307977,6765.274131991217
N100YP,FA10,MKS,1490890056000,255.9793184873997,33.017891236676064,-80.14974721997544,6871.932181360967
N100YP,FA10,MKS,1490890068000,255.9793184873997,33.00441864036526,-80.15141665496955,6923.128045058446
CFS735,C208,PAEN,1490910160000,,60.5667,-151.2333,1000.0
CFS735,C208,PAEN,1490910220000,,60.5833,-151.2,2100.0
CFS735,C208,PAEN,1490910280000,,60.6167,-151.1833,3200.0
CFS735,C208,PAEN,1490910340000,,60.6333,-151.1333,4400.0
ICE548,XXXX,BIKF,1490864144000,,59.8667,-10.8167,39000.0
ICE548,XXXX,BIKF,1490864220000,,59.75,-10.6167,39000.0
ICE548,XXXX,BIKF,1490864279000,,59.6833,-10.4167,39000.0
ICE548,XXXX,BIKF,1490864378000,,59.5333,-10.0833,39000.0
RVF835,DH8A,PAEN,1490909505000,,60.5833,-151.2167,1500.0
RVF835,DH8A,PAEN,1490909565000,,60.6167,-151.1833,2700.0
RVF835,DH8A,PAEN,1490909625000,,60.65,-151.1,3000.0
RVF835,DH8A,PAEN,1490909685000,,60.6833,-151.0333,3000.0
N950T,P46T,CLT,1490909057848,,35.16852275997604,-80.45117221714479,
N950T,P46T,CLT,1490909058432,,35.168354314907845,-80.45060608750802,
N950T,P46T,CLT,1490909088200,,35.162234104739696,-80.42152664440039,
N950T,P46T,CLT,1490909113232,,35.16085113587798,-80.39802259832871,
N950T,P46T,CLT,1490909118248,,35.16078526599554,-80.39327215734723,
N60KW,BE9L,FTY,1490879169000,271.6045796056691,33.85135689117942,-84.82337361928406,7329.042528396054
N60KW,BE9L,FTY,1490879181000,271.6045796056691,33.8519934847223,-84.83906982449183,7383.363444317188
N60KW,BE9L,FTY,1490879194000,271.6045796056691,33.85277931485376,-84.85627331182518,7442.21110323175
N60KW,BE9L,FTY,1490879206000,271.6045796056691,33.85355958916625,-84.87223428016065,7496.532019152884
N60KW,BE9L,FTY,1490879219000,271.6045796056691,33.85441330761671,-84.88946679271972,7555.379678067446
UAL658,B739,DEN,1490848978000,459.81166056602973,39.94184289785085,-105.34353426003653,21115.125166782414
UAL658,B739,DEN,1490848990000,459.81166056602973,39.94507462001167,-105.37714872692749,21207.08749889562
UAL658,B739,DEN,1490849002000,459.8116605660297,39.948266606962164,-105.41143727363698,21299.049831008822
UAL658,B739,DEN,1490849015000,459.81166056602973,39.95173566591916,-105.44933543938264,21398.675690798133
UAL658,B739,DEN,1490849027000,459.81166056602973,39.954972366974346,-105.48467067868187,21490.63802291134
DAL2860,B712,SEA,1490902888000,3.5131801788689816E-11,39.18137488436585,-118.92527269719142,31000.0
DAL2860,B712,SEA,1490902901000,3.5131801788689816E-11,39.15091367018778,-118.89593263990793,31000.0
DAL2860,B712,SEA,1490902913000,3.5131801788689816E-11,39.1234507499218,-118.8695231748545,31000.0
DAL2860,B712,SEA,1490902926000,3.5131801788689816E-11,39.09453221500189,-118.84174075478631,31000.0
HAWK237,HAWK,NQI,1490904392067,1890.8903041234796,27.004932993976496,-98.49733596960097,15565.238881547206
HAWK237,HAWK,NQI,1490904402054,1890.8903041234796,27.01685964026109,-98.50721403196319,15879.97757266856
HAWK237,HAWK,NQI,1490904413947,-150.92516879654318,27.022540850608436,-98.5281952405879,16217.485914741752
HAWK237,HAWK,NQI,1490904426132,-150.92516879654318,27.02223897036788,-98.55253578090148,16186.835528378653
HAWK237,HAWK,NQI,1490904436633,-150.92516879654318,27.025098230933366,-98.57326916412514,16160.421108419778
HAWK237,HAWK,NQI,1490904448742,-150.92516879654318,27.03108619751754,-98.59703419914143,16129.961893937156
HAWK237,HAWK,NQI,1490904461426,-150.92516879654318,27.04448753918453,-98.61858434207105,16098.056313253566
N626NT,F2TH,OAK,1490916789000,,42.729400000000055,-78.14110000000002,33400.0
N626NT,F2TH,OAK,1490916801000,,42.73389999999998,-78.09999999999998,33100.0
RVF831,DH8A,PAEN,1490901540000,,60.5833,-151.2167,1400.0
RVF831,DH8A,PAEN,1490901600000,,60.6167,-151.1667,2600.0
RVF831,DH8A,PAEN,1490901661000,,60.65,-151.0833,3000.0
RVF831,DH8A,PAEN,1490901720000,,60.6833,-151.0,3000.0
SKW4642,CRJ7,DEN,1490899319000,,39.94749999999999,-105.3983,20200.0
SKW4642,CRJ7,DEN,1490899331000,,39.95059999999998,-105.43030000000002,20200.0
SWG427,B738,MDPC,1490899251000,-9.360774433337456E-12,38.30579027634454,-71.93480034838467,38000.0
SWG427,B738,MDPC,1490899264000,-9.360774433337456E-12,38.32940824683379,-71.93632317886227,38000.0
SWG427,B738,MDPC,1490899276000,-9.360774433337456E-12,38.35174277566071,-71.93697912892824,38000.0
SWG427,B738,MDPC,1490899288000,-9.360774433337456E-12,38.37493746528182,-71.93718425335153,38000.0
SWG427,B738,MDPC,1490899301000,-9.360774433337456E-12,38.401253691633116,-71.9372074445737,38000.0
SWG427,B738,MDPC,1490899313000,-9.360774433337456E-12,38.426551288689495,-71.93723650459694,38000.0
SWG427,B738,MDPC,1490899325000,-9.360774433337456E-12,38.45245573870133,-71.93738665359487,38000.0
SWG427,B738,MDPC,1490899338000,-9.360774433337455E-12,38.48056307206471,-71.93774952119203,38000.0
SWG427,B738,MDPC,1490899362000,-9.360774433337456E-12,38.52952244512872,-71.9386907267132,38000.0
SKW5742,E75L,BOI,1490906995000,,43.859699999999975,-93.5447,35000.0
SKW5742,E75L,BOI,1490907007000,,43.8442,-93.49969999999999,35000.0
