acId,acType,depArpt,time,climb_rate,latitude,longitude,pressure_altitude
N47878,PA34,OKC,1490918225000,0.0,36.089128351059856,-94.73583265546596,9000.0
N47878,PA34,OKC,1490918238000,0.0,36.09044205986655,-94.69959293159668,9000.0
N47878,PA34,OKC,1490918250000,0.0,36.08682204266972,-94.67977333335972,9000.0
N47878,PA34,OKC,1490918263000,0.0,36.08389581001467,-94.67088695832331,9000.0
UAL2406,B738,DEN,1490837825000,,39.74939999999998,-105.4194,21600.0
UAL2406,B738,DEN,1490837850000,,39.74249999999998,-105.45360000000005,21600.0
N3134F,PA46,UTA,1490898489000,,33.6914,-91.9381,0.0
N3134F,PA46,UTA,1490898551000,,33.6683,-91.9758,6100.0
TEST11,C550,MWH,1490884663312,,46.96986448643091,-120.05674160322103,
TEST11,C550,MWH,1490884693440,,46.96872633931471,-120.03195246325441,
TEST11,C550,MWH,1490884723520,,46.96645894542337,-120.01031561385615,
TEST11,C550,MWH,1490884748220,,46.96495240917878,-119.99211335002224,
TEST11,C550,MWH,1490884803300,,46.98557888078301,-119.96651978939293,
TEST11,C550,MWH,1490884833400,,46.99815370401066,-119.95464544752626,
TEST11,C550,MWH,1490884863300,,47.011050571462704,-119.94463391806842,
TEST11,C550,MWH,1490884888300,,47.020350963621496,-119.93480572009976,
TEST11,C550,MWH,1490884918300,,47.0327682754141,-119.9223284008698,
TEST11,C550,MWH,1490884948312,,47.04554619850717,-119.91023380821696,
VRD591,A320,PSP,1490832905000,,33.8444,-116.5197,0.0
VRD591,A320,PSP,1490832967000,,33.8797,-116.5525,0.0
VRD591,A320,PSP,1490833029000,,33.9339,-116.5533,0.0
N61GD,LJ60,LAN,1490892234000,0.0,39.04718248421838,-83.82664830399554,41000.0
N61GD,LJ60,LAN,1490892247000,0.0,39.02443288828849,-83.82311909649819,41000.0
N61GD,LJ60,LAN,1490892259000,0.0,39.00242787396911,-83.8198132332371,41000.0
N61GD,LJ60,LAN,1490892272000,0.0,38.976951802078474,-83.81576074322903,41000.0
N61GD,LJ60,LAN,1490892284000,0.0,38.95167303007702,-83.81159060057166,41000.0
N61GD,LJ60,LAN,1490892297000,0.0,38.92230910764212,-83.80675380370675,41000.0
N61GD,LJ60,LAN,1490892309000,0.0,38.89357879434817,-83.801938970363,41000.0
N61GD,LJ60,LAN,1490892321000,0.0,38.86389489808792,-83.79673198875318,41000.0
ANA6,B77W,RJAA,1490895540000,,33.97110000000001,-118.21359999999999,2100.0
ANA6,B77W,RJAA,1490895553000,,33.97059999999999,-118.22860000000003,2100.0
ANA6,B77W,RJAA,1490895565000,,33.96999999999997,-118.2425,2100.0
CAP3206,C206,RDU,1490881785500,,35.17629095014962,-78.47033035712724,
CAP3206,C206,RDU,1490881815608,,35.15842143637201,-78.46500006985683,
CAP3206,C206,RDU,1490881840580,,35.14563585732796,-78.46056488624119,
CAP3206,C206,RDU,1490881870512,,35.12979135595009,-78.45540873618553,
CAP3206,C206,RDU,1490881900712,,35.11532881538241,-78.45074984888437,
CAP3206,C206,RDU,1490881930512,,35.09877090911908,-78.44565948305768,
CAP3206,C206,RDU,1490881955552,,35.0834074447032,-78.4407822900131,
CAP3206,C206,RDU,1490881985608,,35.06852310739839,-78.43582664794512,
CAP3206,C206,RDU,1490882015792,,35.05256191748202,-78.43090041565482,
ASQ5307,CRJ2,ATL,1490906011000,,34.8297,-80.82920000000004,29000.0
ASQ5307,CRJ2,ATL,1490906024000,,34.87190000000001,-80.78750000000002,29000.0
SKW5688,E75L,DEN,1490909461000,2398.720682302759,39.98226557579153,-105.33097268631819,19206.929637526657
SKW5688,E75L,DEN,1490909473000,2398.720682302759,39.98255218707311,-105.35298811501553,19686.673773987208
SKW5688,E75L,DEN,1490909486000,0.0,39.98296755624918,-105.37533470437545,20200.0
SKW5688,E75L,DEN,1490909511000,0.0,39.98453861604918,-105.41635710914315,20200.0
SKW5688,E75L,DEN,1490909523000,0.0,39.98545698689824,-105.43703870609666,20200.0
N92PK,SR22,MWC,1490878940608,,43.02033069498873,-88.21641599053338,
N92PK,SR22,MWC,1490878970552,,43.00597594527642,-88.23343640146156,
N92PK,SR22,MWC,1490879000608,,42.991665261256856,-88.24844602374462,
N92PK,SR22,MWC,1490879025808,,42.981499517762416,-88.26304963885724,
N92PK,SR22,MWC,1490879030808,,42.97944080605379,-88.26600501659829,
N92PK,SR22,MWC,1490879085912,,42.952885620813475,-88.29812267591169,
N92PK,SR22,MWC,1490879115872,,42.940499201566155,-88.31499306887635,
N92PK,SR22,MWC,1490879140720,,42.92852675529946,-88.33046468456571,
N92PK,SR22,MWC,1490879170712,,42.91195268976725,-88.3503675896048,
N92PK,SR22,LEX,1490896950712,,35.7713667908622,-80.14848235015486,
N92PK,SR22,LEX,1490896980672,,35.75043230963797,-80.12710630185235,
N59906,PA31,GVQ,1490905355608,,42.62903996029564,-78.95593433141755,
N59906,PA31,GVQ,1490905380568,,42.618088122223924,-78.98096087884238,
N59906,PA31,GVQ,1490905410624,,42.60499040570221,-79.00556036095405,
N59906,PA31,GVQ,1490905440712,,42.5893726684759,-79.03308449098606,
UAL1043,B739,TNCA,1490916015000,-236.67377398721294,34.236010395829425,-72.30193479276669,34016.63113006397
UAL1043,B739,TNCA,1490916028000,-236.67377398721294,34.25992979955976,-72.3093881582061,33965.35181236674
UAL1043,B739,TNCA,1490916040000,-236.67377398721294,34.28237351236294,-72.31613783394234,33918.0170575693
UAL1043,B739,TNCA,1490916053000,0.0,34.30770063595713,-72.32371682474411,33900.0
UAL1043,B739,TNCA,1490916065000,0.0,34.33218324278613,-72.33118892881852,33900.0
UAL1043,B739,TNCA,1490916078000,0.0,34.35956414260434,-72.33960461555814,33900.0
