acId,acType,depArpt,time,climb_rate,latitude,longitude,pressure_altitude
N152WL,BE20,TXK,1490889455000,,33.4744,-93.9883,1300.0
N152WL,BE20,TXK,1490889518000,,33.5061,-93.9386,3100.0
N152WL,BE20,TXK,1490889580000,,33.5503,-93.8783,3000.0
N152WL,BE20,TXK,1490889642000,,33.5928,-93.8153,3100.0
ASA38,B738,SEA,1490896696000,,41.38669999999996,-103.01170000000002,35000.0
ASA38,B738,SEA,1490896708000,,41.37059999999997,-102.97139999999993,35000.0
ASA38,B738,SEA,1490896721000,,41.35499999999999,-102.93249999999986,35000.0
N542MC,C206,TKI,1490910739360,,32.58132868973914,-96.76921789300958,
N542MC,C206,TKI,1490910764400,,32.565587608587606,-96.77415456203946,
N542MC,C206,TKI,1490910769400,,32.56245320287428,-96.77466651894107,
N542MC,C206,TKI,1490910794368,,32.546708835195176,-96.77942308846494,
N542MC,C206,TKI,1490910824496,,32.528235307246746,-96.78463923060652,
TERRA98,B752,NTU,1490878724912,,35.619918898614515,-78.12681248111471,
TERRA98,B752,NTU,1490878755220,,35.59712642574408,-78.16992724776952,
N8024N,PA28,EWN,1490890481200,,35.02078457354611,-77.17371715407614,
N8024N,PA28,EWN,1490890511160,,35.01702011879797,-77.19101682804916,
N6831M,C210,JYO,1490903614720,,35.323169690545114,-77.92438957989836,
N6831M,C210,JYO,1490903644712,,35.30201088561955,-77.92623370438329,
N6831M,C210,JYO,1490903669872,,35.28081261559049,-77.92848228726335,
EJA573,C56X,BUR,1490890485000,-731.7417981264977,34.11191392328371,-118.2736094664266,4076.5457457751713
EJA573,C56X,BUR,1490890498000,-731.7417981264977,34.10478309243601,-118.28262611321288,3918.00168951443
EJA573,C56X,BUR,1490890510000,-731.7417981264977,34.10109274155997,-118.29342735497325,3771.6533298891304
EJA573,C56X,BUR,1490890523000,-731.7417981264977,34.099126395944666,-118.30598134076463,3613.1092736283895
EJA573,C56X,BUR,1490890535000,-731.7417981264977,34.09773225132366,-118.31790710430685,3466.76091400309
EJA573,C56X,BUR,1490890548000,-731.7417981264977,34.09601266287001,-118.33119724504989,3308.2168577423486
EJA573,C56X,BUR,1490890573000,-731.7417981264975,34.09229058790925,-118.35867834160779,3003.3244418563077
EJA573,C56X,BUR,1490890585000,2.3907059656654783E-11,34.09119417491749,-118.37349239301595,3000.0
EJA573,C56X,BUR,1490890597000,2.3907059656654783E-11,34.090641982987364,-118.38978011791376,3000.0
NOGS19,C17,LTS,1490838873000,,32.0856,-102.8922,
NOGS19,C17,LTS,1490838885000,,32.057799999999986,-102.9067,
R20154,HELO,PUB094018,1490887756000,,37.90139999999994,-102.63469999999995,5600.0
R20154,HELO,PUB094018,1490887781000,,37.8964,-102.62330000000003,5500.0
R20154,HELO,PUB094018,1490887794000,,37.891699999999986,-102.6128,5500.0
CGCEU,B350,CYVD,1490902572000,,49.8333,-101.0833,8100.0
CGCEU,B350,CYVD,1490902632000,,49.8167,-101.2,8000.0
CGCEU,B350,CYVD,1490902693000,,49.8,-101.3,8000.0
CGCEU,B350,CYVD,1490902753000,,49.7833,-101.4,8000.0
UAL74,A319,DEN,1490895775000,,39.743300000000005,-105.4236,21200.0
UAL74,A319,DEN,1490895788000,,39.737499999999955,-105.45469999999997,21200.0
UAL74,A319,DEN,1490895800000,,39.73169999999999,-105.48559999999995,21200.0
HOOK42,EA6B,NYL,1490908572430,2.5172871238066627E-12,32.62223081779919,-114.65885025439931,2600.0
HOOK42,EA6B,NYL,1490908582027,2.5172871238066627E-12,32.62844049509337,-114.67708831633269,2600.0
HOOK42,EA6B,NYL,1490908589609,2.5172871238066627E-12,32.63976145545962,-114.68729647764421,2600.0
HOOK42,EA6B,NYL,1490908600640,0.0,32.66088569871937,-114.68841338011956,5100.0
HOOK42,EA6B,NYL,1490908610293,0.0,32.67679421039318,-114.67432531957398,6400.0
UAL139,B788,DEN,1490899629000,,39.96419999999998,-105.43859999999995,19600.0
UAL139,B788,DEN,1490899642000,,39.965599999999995,-105.47059999999999,19600.0
N789SR,LJ31,PABR,1490899354000,,71.2833,-157.0,2000.0
