acId,acType,depArpt,time,climb_rate,latitude,longitude,pressure_altitude
ASQ5299,CRJ2,ATL,1490880145000,,33.60110000000003,-84.55279999999999,4000.0
ASQ5299,CRJ2,ATL,1490880157000,,33.593899999999906,-84.57170000000002,4000.0
PDT4955,DH8C,CLT,1490902498040,,35.30310443633286,-81.65227351567162,
PDT4955,DH8C,CLT,1490902503360,,35.30450043273629,-81.65770218679313,
PDT4955,DH8C,CLT,1490902521672,,35.30884314614039,-81.67898076323522,
PDT4955,DH8C,CLT,1490902540040,,35.31268423583313,-81.70241511206873,
PDT4955,DH8C,CLT,1490902559512,,35.31714717917737,-81.72618315023345,
PDT4955,DH8C,CLT,1490902583000,,35.32244940512578,-81.7529014655125,
PDT4955,DH8C,CLT,1490902601400,,35.32523044800581,-81.77608863126677,
PDT4955,DH8C,CLT,1490902620872,,35.330586250566824,-81.80039213335243,
PDT4955,DH8C,CLT,1490902644040,,35.336126873682986,-81.82929864452521,
PDT4955,DH8C,CLT,1490902667520,,35.340278010194794,-81.85565411242905,
HAG210,C208,PAIW,1490904072000,,65.65,-168.05,2500.0
HAG210,C208,PAIW,1490904132000,,65.6167,-167.9833,3500.0
CADDO88,C17,LTS,1490891173000,,31.601899999999972,-103.17169999999997,
CADDO88,C17,LTS,1490891198000,,31.576400000000007,-103.1847,
CADDO88,C17,LTS,1490891211000,,31.55080000000001,-103.19780000000002,
Z01W,PA28,LEX,1490834423000,,38.06999999999999,-84.66499999999996,3000.0
Z01W,PA28,LEX,1490834436000,,38.07560000000001,-84.67360000000002,3000.0
Z01W,PA28,LEX,1490834448000,,38.080299999999994,-84.6814,3000.0
JBU524,A321,LAX,1490911175000,,35.01140000000001,-116.61469999999997,30000.0
JBU524,A321,LAX,1490911187000,,35.034700000000015,-116.5847,30000.0
N8144F,SR22,M54,1490833349786,,36.178986866053776,-83.5429849697433,
N8144F,SR22,M54,1490833379836,,36.17866600757725,-83.51706229426996,
N8144F,SR22,M54,1490833404926,,36.18015969359061,-83.49401307170115,
N217QS,CL60,PTK,1490910712658,0.0,38.9878066204663,-83.33408585701022,36000.0
N217QS,CL60,PTK,1490910724941,0.0,38.964982325055445,-83.3308447463171,36000.0
N217QS,CL60,PTK,1490910736850,0.0,38.942779182021866,-83.32874315469576,36000.0
N217QS,CL60,PTK,1490910754231,0.0,38.91033168464858,-83.32669887832554,36000.0
N217QS,CL60,PTK,1490910769320,0.0,38.88218996575745,-83.3244048900706,36000.0
BAW282,A388,LAX,1490916200000,670.603552381678,34.953579371606594,-116.68510873164047,30193.02395240263
BAW282,A388,LAX,1490916213000,670.603552381678,34.97239116412703,-116.66079082239261,30338.321388751992
BAW282,A388,LAX,1490916225000,670.603552381678,34.98954746442587,-116.64004744034732,30472.442099228327
BAW282,A388,LAX,1490916237000,7.105886994571244E-11,35.005714006836854,-116.6202386763065,30600.0
BAW282,A388,LAX,1490916262000,7.105886994571244E-11,35.03700580027714,-116.57999512657399,30600.0
BAW282,A388,LAX,1490916275000,7.105886994571244E-11,35.053388745559005,-116.55847783845063,30600.0
DAL2213,B739,ATL,1490852721000,,32.6708,-116.9342,4400.0
DAL2213,B739,ATL,1490852782000,,32.6856,-116.9953,3700.0
DAL2213,B739,ATL,1490852843000,,32.7,-117.0525,2500.0
DAL2213,B739,ATL,1490852905000,,32.7117,-117.1017,1600.0
DAL2213,B739,ATL,1490852966000,,32.7231,-117.1508,600.0
DAL2213,B739,ATL,1490853027000,,32.7378,-117.2103,10100.0
ATILA1,QF16,HMN,1490897515000,,32.892199999999974,-106.19329999999998,5900.0
