acId,acType,depArpt,time,climb_rate,latitude,longitude,pressure_altitude
SRY5031,E120,BWI,1490907909000,,39.20609999999999,-76.58140000000002,3500.0
SRY5031,E120,BWI,1490907921000,,39.22219999999996,-76.57199999999997,3500.0
SRY5031,E120,BWI,1490907934000,,39.23579999999998,-76.56389999999999,3500.0
DAL1405,B753,DTW,1490836624000,0.0,39.05739254127417,-83.75967571744468,37000.0
DAL1405,B753,DTW,1490836636000,0.0,39.03376470410248,-83.7572788175242,37000.0
DAL1405,B753,DTW,1490836648000,0.0,39.009790991578825,-83.75720756156785,37000.0
DAL1405,B753,DTW,1490836661000,0.0,38.983521024383606,-83.75843273993462,37000.0
DAL1405,B753,DTW,1490836673000,0.0,38.9591777343455,-83.75985393307829,37000.0
DAL1405,B753,DTW,1490836686000,0.0,38.933083243631955,-83.76110344053772,37000.0
DAL1405,B753,DTW,1490836698000,0.0,38.90973771155626,-83.76187587414847,37000.0
DAL1405,B753,DTW,1490836723000,0.0,38.86556126225619,-83.76287355192079,37000.0
IBE6166,A332,BOS,1490918285054,2602.984657532612,42.38685363667764,-70.83635974035847,3888.1861418623826
IBE6166,A332,BOS,1490918290274,2602.9846575326114,42.38835869284583,-70.82814216975258,4114.645807067719
IBE6166,A332,BOS,1490918302726,2602.984657532612,42.389784278033574,-70.80792572897266,4654.851889660988
IBE6166,A332,BOS,1490918315246,2602.984657532612,42.388464211187426,-70.78725874648352,5198.0080215327935
IBE6166,A332,BOS,1490918327609,3596.4788067687145,42.38531111786162,-70.7669414890659,5927.259280237458
IBE6166,A332,BOS,1490918340276,1951.9636639006221,42.3808482674911,-70.74630878105701,6656.383450262022
IBE6166,A332,BOS,1490918352285,1951.9636639006221,42.37533545324223,-70.72721402081967,7047.068977591731
IBE6166,A332,BOS,1490918364149,1951.9636639006221,42.36781236732776,-70.70976719308658,7433.0372594003475
IBE6166,A332,BOS,1490918377381,1951.9636639006221,42.35606681000286,-70.69403143147498,7863.510312745898
R20146,UH60,COS,1490883967000,,37.70780000000002,-102.56890000000007,6600.0
R20146,UH60,COS,1490883992000,,37.702,-102.5553,6500.0
R20146,UH60,COS,1490884004000,,37.697,-102.5442,6500.0
AAL488,A321,DFW,1490903698000,-876.0809191795499,39.88423737871071,-75.17358901114488,785.2858355410563
AAL488,A321,DFW,1490903711000,-876.0809191795499,39.88205880614379,-75.18515093682062,595.4683030521537
AAL488,A321,DFW,1490903723000,-876.0809191795499,39.87995995918703,-75.19605916146942,420.2521192162438
AAL488,A321,DFW,1490903735000,-876.0809191795499,39.87784341403315,-75.20706554597302,245.03593538033385
AAL488,A321,DFW,1490903748000,-876.0809191795499,39.87562742573948,-75.21873259829017,55.21840289143131
AAL488,A321,DFW,1490903760000,,39.87376893290431,-75.22865405197275,
AAL488,A321,DFW,1490903773000,,39.87209221417197,-75.23764850059439,
AAL488,A321,DFW,1490903785000,,39.870992262424664,-75.24351985001746,
AAL488,A321,DFW,1490903798000,,39.87032631367609,-75.24710476566007,
AAL488,A321,DFW,1490903810000,,39.870161140415576,-75.24866544294657,
AAL488,A321,DFW,1490903822000,,39.8702453284003,-75.24917491355886,
AAL488,A321,DFW,1490903835000,,39.870789992366355,-75.25159465401606,
AAL488,A321,DFW,1490903847000,,39.87136968932401,-75.25222040361918,
AAL488,A321,DFW,1490903860000,,39.873385570901405,-75.24665023185803,
AAL488,A321,DFW,1490903872000,,39.87628924012668,-75.24527546932197,
AAL488,A321,DFW,1490903885000,,39.880696765416246,-75.24490446106557,
